obs,low        (fiat),high      (fiat),open      (fiat),close     (fiat),vol      (fiat),trade_vol  (fiat),low (crypto),high (crypto),open (crypto),close (crypto),vol (crypto),trade_vol (crypto),
376,67.358,69.311,67.466,67.928,5716.68367,388322.8883,0.00600001,0.00612357,0.00609862,0.0060446,551.3566454,3.332730379,
377,67.846,72.527,68.059,71.725,5232.184863,375278.4593,0.00600346,0.0063504,0.00605133,0.00629783,686.7995375,4.325346731,
378,70.3,76.5,71.761,71.709,15313.67914,1098128.618,0.00619666,0.00662382,0.00631528,0.00621377,1677.361398,10.42273793,
379,70.44,73.481,71.67,71.252,2994.919399,213393.997,0.00619003,0.00639017,0.00619423,0.00624962,669.5458701,4.184407261,
380,69.029,72.082,71.205,70.106,2730.97745,191457.9051,0.00610543,0.00627611,0.0062346,0.00611372,343.8226859,2.102035631,
381,68.183,70.5,69.97,69.303,3361.474254,232960.2502,0.00600111,0.00619131,0.00613974,0.00601447,816.0077994,4.907854429,
382,65.499,69.992,69.303,66.087,7327.579072,484257.7181,0.00578221,0.00605825,0.0060165,0.0058199,1139.040675,6.629102823,
383,65.394,67.412,65.96,67.33,3215.977499,216531.765,0.00579029,0.00593891,0.005807,0.00593891,387.0031206,2.298376703,
384,66.602,67.604,67.302,67.424,2288.203108,154279.8064,0.00582065,0.00592167,0.00591203,0.00585152,170.6437811,0.998525498,
385,65.876,82.3,67.425,74.871,24405.99386,1827301.166,0.00578706,0.00681289,0.00584621,0.00636118,3384.852802,21.53165795,
386,70.497,77.055,75.016,70.889,13744.84501,974358.3176,0.00589495,0.00653661,0.00637031,0.00593173,3206.446621,19.01977562,
387,70.401,77.139,70.74,74.775,11920.79797,891377.6682,0.00575,0.00608507,0.00592078,0.00583572,1609.903492,9.394946005,
388,74.207,78,75.014,74.774,7382.586673,552025.5359,0.00572005,0.00602761,0.00585244,0.00576535,1111.364384,6.407404651,
389,70.875,75.501,74.699,72.299,7671.426048,554636.4318,0.00555329,0.00578654,0.00576765,0.00557864,919.7888836,5.131171058,
390,71.585,73.786,72.299,73.467,6971.489967,512174.4534,0.00549922,0.00563098,0.0055677,0.00558597,490.031598,2.737301806,
391,70.501,73.791,73.43,70.917,4993.930081,354154.5396,0.00543333,0.00564101,0.00556988,0.00544951,1187.015207,6.468651239,
392,68.57,72.48,70.722,69.334,5852.381463,405769.0163,0.00530151,0.00556281,0.00544951,0.00530153,1136.18824,6.023536039,
393,69.07,72.208,69.251,70.631,6172.83911,435993.7992,0.00509517,0.00537968,0.00530154,0.00511291,1368.504812,6.997041937,
394,66.677,71.274,70.55,68.028,7887.577099,536576.0949,0.00504026,0.00520356,0.00515664,0.00511211,867.6694262,4.43562155,
395,65.706,68.673,68.078,66.949,3970.12535,265795.9221,0.00494888,0.00518424,0.00511522,0.00497391,886.4095268,4.408921209,
396,64.001,72.645,66.887,69.754,14463.29718,1008872.832,0.00475,0.00534861,0.00496394,0.00513341,2244.059605,11.51967802,
397,68.694,72.924,69.754,70.219,7125.525673,500347.2873,0.00495662,0.00524547,0.00513341,0.00509209,697.7313835,3.552911001,
398,68.266,70.6,70.08,68.835,3031.237715,208655.2481,0.00495401,0.00514354,0.00509117,0.00502551,848.9039102,4.26617509,
399,64.879,69.641,68.809,64.92,4996.009653,324340.9467,0.00460364,0.00503915,0.00503227,0.00478919,1802.853096,8.634206017,
400,63.23,65.502,64.953,64.274,6062.93524,389689.0996,0.00458825,0.00480484,0.0047972,0.00458825,437.5952066,2.007796207,
401,62.293,65.319,64.177,64.777,4857.30928,314641.9232,0.00451992,0.00465377,0.00458178,0.00457345,1200.519617,5.490516441,
402,63.666,70.218,64.778,67.92,11983.55579,813923.109,0.00425193,0.00459,0.00456277,0.00437022,1843.002649,8.054327036,
403,67.548,70.935,67.896,70.248,10007.75704,703024.9166,0.00429652,0.00493337,0.00435708,0.00449895,1231.505469,5.540481529,
404,64.734,72.315,70.197,66.637,16895.30883,1125852.694,0.0043681,0.00464221,0.00450486,0.00447916,2010.31693,9.00453118,
405,65.84,69.258,66.636,68.019,8066.355894,548665.4615,0.00439049,0.00452849,0.00447544,0.00439569,449.5198924,1.975950096,
406,66.45,69.053,68.034,68.035,6930.392336,471509.2426,0.00436228,0.00448398,0.0043957,0.00443744,662.0479743,2.937798163,
407,67.185,69.729,67.998,68.913,6023.50875,415098.0585,0.00443624,0.00457189,0.00443928,0.004497,949.8297558,4.271384412,
408,68.728,71.533,68.84,69.446,7796.649846,541446.1452,0.00439007,0.00458367,0.004497,0.00439262,1017.922988,4.471348877,
409,68.222,105,69.363,78.017,154488.0973,12052697.89,0.00439466,0.00675,0.00440024,0.0047651,17215.42086,82.03320192,
410,75.681,79.868,77.991,78.122,35813.39302,2797813.889,0.00465012,0.00485247,0.00477674,0.00478578,4316.48989,20.65777098,
411,74.635,80,78.123,77.432,19499.56129,1509890.03,0.00471883,0.00494232,0.00478339,0.00482001,1934.333047,9.32350463,
412,73.623,77.807,77.452,75.131,12836.74165,964437.2366,0.00464686,0.00483891,0.00482147,0.0046961,1600.886053,7.517920992,
413,74.693,82.933,75.107,80.831,27647.11701,2234744.115,0.00469732,0.00498071,0.00469961,0.00483201,3944.577088,19.06023593,
414,80.272,84,80.748,83.264,21663.03525,1803750.967,0.00456266,0.00498749,0.00482116,0.00471295,6095.888625,28.7296183,
415,76.607,83.819,83.245,80.075,16202.51226,1297416.169,0.00434465,0.0047246,0.0047246,0.00450378,3719.942618,16.75380316,
416,77.88,84.913,80.306,82.303,18584.19792,1529535.242,0.00444,0.00467823,0.00451196,0.00461,3655.439167,16.85157456,
417,82.023,85.127,82.369,83.325,15768.80524,1313935.696,0.00441548,0.004674,0.00459998,0.00445692,3901.237492,17.3875034,
418,83.236,96.69,83.325,94.998,30307.72986,2879173.721,0.00445,0.00506229,0.00446285,0.00505629,4338.991441,21.93919903,
419,85.661,95.625,94.92,90.526,23735.18805,2148651.633,0.00478886,0.00513349,0.00506556,0.00490464,2955.936938,14.49780654,
420,89.392,95.533,90.821,94.353,24885.81759,2348051.547,0.00490139,0.00517849,0.00490559,0.00512559,3054.318601,15.65518488,
421,92.751,123.875,94.365,114.456,110413.2412,12637457.93,0.0050779,0.00644776,0.00513324,0.00595781,15907.78863,94.77558218,
422,98.055,116.384,114.456,102.2,42262.20747,4319197.604,0.0052543,0.0060452,0.00596319,0.00543861,4574.479333,24.87880904,
423,85.008,104.207,102.19,92.067,50629.26119,4661284.19,0.00500964,0.00560666,0.00544446,0.00537055,5197.334343,27.91254396,
424,87,95.901,92.146,92.236,20450.98142,1886316.722,0.00529212,0.00555614,0.00535665,0.00539245,2083.375896,11.23450035,
425,90.98,114.915,92.236,109.2,49916.80066,5450914.632,0.00537402,0.0064786,0.00539245,0.00616738,6866.796382,42.35014267,
426,104.132,115.178,109.209,108.184,60027.05089,6493966.473,0.00579782,0.00646048,0.00620271,0.00595794,6219.490721,37.05535255,
427,106.892,118.226,108.366,112.714,34190.51003,3853749.148,0.00570372,0.00631623,0.00595829,0.00572367,4871.057366,27.88032491,
428,101.457,115.968,112.52,103.69,28098.1218,2913494.249,0.0055,0.00587649,0.00571733,0.00553265,3400.956406,18.81630146,
429,100.658,107.85,103.783,105.25,18079.12664,1902828.079,0.00538807,0.00570158,0.00552603,0.00549237,2084.696067,11.44992214,
430,103.92,108.58,105.533,107.391,12231.3839,1313540.549,0.00545541,0.00561698,0.00548675,0.00553636,1081.525848,5.987716446,
431,97.322,110.973,107.565,98.6,19512.69091,1923951.324,0.00521759,0.00571639,0.00552691,0.00527903,2389.841315,12.616044,
432,96.637,103.65,98.6,103.025,11583.51048,1193391.168,0.00520702,0.0054245,0.00524528,0.00537035,1060.790133,5.696814292,
433,99.213,104.709,103.212,102.074,7915.969469,808014.6675,0.00524852,0.00543074,0.00537841,0.00526799,684.457036,3.605712821,
434,100.378,104.475,102.077,101.498,7746.9878,786303.7678,0.00524146,0.00539721,0.00526207,0.0053,1652.948068,8.760624763,
435,93.423,101.815,101.564,94.913,11447.75471,1086540.743,0.00509339,0.00530001,0.0053,0.00518705,2581.121129,13.38840435,
436,88.634,96.238,94.883,95.791,13649.97713,1307544.96,0.00501076,0.0051957,0.00518821,0.00518143,1128.621506,5.847873332,
437,90.808,96.142,95.821,92.779,6104.611665,566379.7657,0.00504947,0.00519273,0.00516092,0.00509645,990.5676608,5.048378555,
438,87.75,95.15,92.951,93.098,11959.59247,1113414.14,0.00495503,0.00527025,0.00509525,0.00517641,2000.881158,10.35738124,
439,92.91,97.426,93.343,94.823,8902.453544,844157.3524,0.00502529,0.00528311,0.00515932,0.00504033,1629.330484,8.21236332,
440,93.752,99.816,94.971,97.55,9829.777328,958894.7783,0.00498118,0.00515743,0.00504425,0.00508508,672.902915,3.421765155,
441,94.275,97.699,97.162,96.82,6575.139148,636604.9723,0.00493342,0.00508956,0.00508956,0.00501082,686.7847387,3.441354704,
442,94.18,97.843,96.86,97.019,7583.969598,735789.1464,0.00491179,0.00503912,0.00501394,0.00498194,899.5137022,4.481323293,
443,94.648,105.62,97.019,105.6,14401.79885,1520829.959,0.00481631,0.00500929,0.00498892,0.00493186,2551.682362,12.58454017,
444,101.28,115.88,105.592,108.251,28266.65844,3059894.042,0.00439837,0.00498118,0.00494184,0.00473552,6969.042053,33.00203802,
445,103.905,113.944,108.424,108.201,15664.25259,1694887.795,0.00462529,0.00492316,0.00473714,0.00464999,1702.496868,7.916593412,
446,105.708,112.824,108.2,108.318,15853.83809,1717256.034,0.00452085,0.00474769,0.00464999,0.00454901,2417.042529,10.99515064,
447,104.4,114.586,108.31,109.333,22694.57036,2481265.461,0.00448334,0.00482854,0.0045531,0.00465344,2762.634648,12.85575458,
448,101.979,120.435,109.105,103.983,33456.12969,3478868.733,0.00449915,0.00502559,0.00463449,0.00456168,3985.276003,18.17955384,
449,96.167,106.619,103.91,105.811,18482.82764,1955686.476,0.00428855,0.00458772,0.00457182,0.00443708,1852.801872,8.221030129,
450,86.787,106.327,106.003,91.297,38194.3223,3487027.043,0.00380508,0.00446075,0.00443719,0.00392603,4976.890611,19.53942185,
451,87.18,99.761,91.065,98.592,20660.80808,2036990.39,0.00384008,0.0042,0.00391667,0.00414913,2146.640096,8.906688821,
452,95.801,105.194,98.578,103.016,21398.9578,2204435.037,0.00408325,0.00433195,0.004152,0.00417218,3221.656858,13.44133231,
453,102.123,112.53,103.144,107.689,26308.46216,2833131.982,0.00403481,0.00436078,0.00418083,0.00405843,4886.356404,19.83093542,
454,100.885,114.173,107.723,107.278,36728.95451,3940208.782,0.00368531,0.0041514,0.0040638,0.00409327,5702.874101,23.34340347,
455,104.106,110.844,107.278,106.96,23186.27141,2480003.59,0.00390254,0.00413431,0.00409295,0.00395294,3337.357371,13.19237344,
456,99.054,108.616,106.95,103.88,28353.83329,2945396.202,0.00375383,0.00403586,0.00395482,0.00380302,5194.856838,19.75614445,
457,99,105.742,103.927,101.755,22058.54274,2244567.016,0.00347451,0.00381204,0.00380336,0.00351897,2798.697376,9.848532106,
458,96.883,102.412,101.88,99.759,21718.81789,2166647.554,0.00337744,0.00353379,0.00351097,0.003433,2191.791133,7.524418961,
459,86.023,102.999,99.905,88.401,105354.8417,9313473.36,0.0029532,0.0035013,0.00343284,0.00299907,11505.8107,34.5067317,
460,85,93.99,88.29,87.115,113528.1403,9890003.946,0.0026513,0.00306748,0.00300792,0.00269649,22709.85981,61.23690987,
461,85.219,92.309,87.067,89.832,74009.89203,6648456.621,0.00246852,0.00281191,0.00269493,0.00272528,11371.75838,30.99122568,
462,83.821,97.516,89.892,89,86944.93503,7738099.218,0.00272735,0.0031,0.00273445,0.00278138,12185.21557,33.89171487,
463,85.702,90.45,89,89.411,45203.40463,4041681.611,0.00259557,0.00287318,0.0027661,0.00263488,5499.155361,14.48961448,
464,88.122,95.858,89.438,94.484,88805.96134,8390742.451,0.00253122,0.00289336,0.00262292,0.00256024,10608.85225,27.16120789,
465,92.049,109,94.5,99.096,125161.0207,12402956.5,0.00250325,0.00290318,0.00255449,0.00251254,16535.77548,41.54679732,
466,91.18,100.857,99.212,96.365,64349.25102,6201015.574,0.00232737,0.00254733,0.00251254,0.00236861,10458.21766,24.77143892,
467,94.076,111.651,96.359,110.272,62937.84916,6940282.502,0.00235794,0.00276214,0.00236824,0.00274461,6255.982881,17.17023318,
468,110.377,194.124,110.518,146.8,356776.1933,52374745.17,0.00274015,0.00489,0.00275405,0.00386021,59935.6192,231.3640766,
469,103.803,148.558,146.8,125.413,180689.2075,22660775.58,0.00335765,0.00408814,0.00386031,0.00353015,45489.48841,160.5847175,
470,116.06,135.8,125.201,128.45,89922.66413,11550566.21,0.00343978,0.0038669,0.00353189,0.00377518,10432.96469,39.38631964,
471,119.901,137.382,128.281,133.175,60809.01412,8098240.455,0.0035588,0.00393515,0.0037821,0.0035588,11604.29083,41.2973502,
472,129.208,137.2,133.194,132.738,55041.55039,7306105.315,0.00334199,0.0035769,0.00355878,0.00339482,7181.781122,24.38085419,
473,117,135.99,132.75,124.34,43805.71869,5446803.062,0.00334632,0.00353385,0.00339297,0.00337781,6768.749347,22.86354923,
474,121.5,132.727,124.511,124.746,33752.9688,4210547.846,0.00334171,0.00354575,0.00337927,0.00346684,4708.882851,16.32494342,
475,120.108,127.071,124.7,124.355,25908.50135,3221851.685,0.00336,0.00355022,0.00347207,0.00347533,3423.272261,11.89700079,
476,121.001,132.4,124.356,129.288,33575.90921,4340962.149,0.00332788,0.00368181,0.00347533,0.00349875,3793.016576,13.27081675,
477,123.268,134.613,129.595,124.635,36330.39854,4528039.221,0.00340759,0.00362174,0.00349982,0.0034774,4682.766398,16.28385187,
478,111.708,127.192,124.596,121.5,48895.90232,5940852.131,0.00328348,0.00350669,0.00347415,0.00342656,5566.911477,19.07535619,
479,99.011,121.997,121.434,99.621,65655.06893,6540623.622,0.00322036,0.00343306,0.00343306,0.00323874,10060.76556,32.58420386,
480,93,108.7,99.485,104.78,118473.138,12413615.4,0.00307888,0.00335971,0.00323985,0.00319774,12582.99645,40.23715107,
481,102.078,109.908,104.933,105.395,45180.26496,4761774.025,0.00316843,0.00332943,0.00319365,0.00328439,4141.919074,13.60367759,
482,103.413,111,105.244,106.314,40756.01205,4332934.665,0.00325176,0.00338657,0.00328759,0.00329607,5727.785728,18.87918271,
483,104.69,113.326,106.343,104.69,56007.64074,5863439.909,0.00319022,0.00335307,0.0033,0.00325585,5525.102246,17.98890415,
484,100.356,106.226,104.596,105,32781.44621,3442051.853,0.00320112,0.00327999,0.00325585,0.00323081,3909.685292,12.63145034,
485,94.225,105,105,96.571,38837.35532,3750562.241,0.00310389,0.0033,0.00322526,0.00317253,7515.955021,23.84459278,
486,95.05,105.872,96.733,103.073,46759.76516,4819669.274,0.003077,0.00332911,0.0031724,0.00308009,5492.612375,16.91774045,
487,101.149,110.409,103.076,104.596,58527.11723,6121702.354,0.00279737,0.00319089,0.00307701,0.00305823,12388.78027,37.88773949,
488,100.497,106.247,104.611,105.351,27845.44935,2933545.934,0.002977,0.00310984,0.00304274,0.0030692,3361.33695,10.31661537,
489,100.231,106.463,105.367,102.473,25834.83603,2647373.153,0.00302497,0.00313996,0.00306399,0.00309729,3018.028965,9.347710933,
490,100.236,105.704,102.459,103.637,33145.14005,3435062.88,0.00302063,0.00311725,0.00309575,0.00308683,3209.887419,9.908376782,
491,103.197,111.46,103.638,110.065,49953.02444,5498079.635,0.0029936,0.0032183,0.00309722,0.0031057,5248.243073,16.29946851,
492,110.086,118.76,110.226,116.981,79253.18099,9271116.366,0.00304014,0.0033061,0.00310994,0.00310285,9089.272524,28.20264925,
493,110.282,118.717,117.007,111.207,62422.5594,6941825.563,0.00297419,0.00311768,0.00309658,0.00300401,4574.032965,13.74044077,
494,110.527,122.674,111.1,120.351,93587.78019,11263382.93,0.00299881,0.00321458,0.00300568,0.00314334,5970.834436,18.76836272,
495,115.198,123.351,120.494,119.13,59313.7505,7066047.097,0.00288132,0.00314333,0.00313797,0.00303145,7144.059893,21.65686036,
496,112.5,122.27,119.254,118.637,39647.95627,4703714.588,0.00296208,0.00317781,0.00303145,0.00305454,3675.562584,11.22715293,
497,115,126.746,118.637,126.392,51621.24588,6524512.509,0.00265578,0.00307694,0.00304692,0.00271515,9060.865958,24.60161021,
498,124.195,138.25,126.6,137.572,76636.42977,10543026.92,0.0026523,0.0029837,0.00271321,0.00296429,7709.241715,22.85242812,
499,128.851,149,137.596,139.695,99816.59303,13943878.96,0.00288796,0.00318791,0.00295783,0.0031234,11726.62962,36.62695494,
500,138.122,168.27,139.931,165.179,129894.5228,21455847.37,0.0030398,0.00382205,0.00312176,0.00343444,15180.58364,52.13680367,
501,155.955,173.814,164.751,170.193,107686.1125,18327422.55,0.0033188,0.00389437,0.00344343,0.00358081,12306.21143,44.06620496,
502,170.103,319.399,170.327,267.753,569776.8102,152559450.3,0.00357317,0.00679285,0.00359113,0.00567573,56613.03,321.3202728,
503,222.372,279.999,267.761,230.864,216578.6758,50000219.4,0.00461271,0.00593055,0.00569764,0.00474,28223.68409,133.7802626,
504,194.001,292.57,230.729,260.654,307088.9741,80043969.46,0.0042,0.00606298,0.00475321,0.00543716,37511.92898,203.9583598,
505,243,272.765,260.251,249.412,112447.316,28045709.97,0.005,0.00567291,0.00540975,0.00508243,16508.31996,83.90238063,
506,235,271.177,249.71,265.919,82269.49114,21877020.81,0.00473641,0.00520355,0.00507366,0.00510135,16764.25115,85.5203126,
507,258.34,304.048,266.34,281.173,139890.2376,39333357.77,0.00498122,0.00587247,0.00510645,0.00545467,14884.59827,81.19057167,
508,267.836,336.76,281.515,324.347,216559.5529,70240441.31,0.0052943,0.00649743,0.00546012,0.0057969,35321.47701,204.7550701,
509,269,332.54,324.177,298.125,119477.9901,35619375.8,0.00513603,0.00597804,0.0057996,0.0053136,16420.2775,87.25078652,
510,290.2,317.24,298.283,301.912,59898.60939,18084108.96,0.00511002,0.005589,0.0053163,0.0052488,7603.38933,39.90866991,
511,219.276,303.308,302,271.834,119490.6561,32481623.02,0.00464607,0.00527471,0.0052515,0.00502159,18629.24332,93.54842194,
512,202,272.718,271.866,231.406,135731.0047,31408968.88,0.0044,0.0050344,0.00502434,0.00473644,15670.00237,74.22002601,
513,218.048,263.9,231.346,237.452,76693.82691,18211102.59,0.00463731,0.00518985,0.00472946,0.0047807,7578.069125,36.22847507,
514,216.738,248.89,237.353,217.847,47125.08528,10266058.45,0.00462666,0.00491116,0.00477303,0.00463196,4585.792492,21.24120739,
515,202,224,217.88,206.931,43916.88848,9087765.649,0.00444473,0.00467867,0.00463638,0.00446555,3796.341696,16.95275366,
516,205.459,224,207.144,210.998,29268.27094,6175546.632,0.00441032,0.00469651,0.00447169,0.00456073,2494.373706,11.37616499,
517,181.408,212.549,210.9,197.079,49641.97313,9783390.422,0.0042125,0.00457125,0.00456941,0.0043664,4456.398635,19.458419,
518,196.315,225,197.201,225,41936.39671,9435689.26,0.00427699,0.00455089,0.00437251,0.00452493,4616.812348,20.8907527,
519,209.378,230.547,224.764,216.088,35587.70405,7690075.793,0.0044263,0.00467791,0.00452032,0.00445535,3639.151368,16.21369305,
520,214.201,235.817,216.116,222.448,33538.49879,7460571.979,0.00437244,0.00459217,0.00445535,0.00442131,2726.591775,12.05510748,
521,206.132,230,222.572,211.283,27950.77461,5905523.513,0.00431015,0.00449271,0.00442916,0.00436666,2665.176087,11.63791781,
522,196.216,211.569,211.129,205.524,26556.28641,5457954.209,0.00421123,0.00438332,0.00437222,0.004223,2433.669792,10.27738753,
523,200.453,210.707,205.938,208.933,15620.63723,3263666.599,0.00421608,0.00432517,0.00423087,0.00426116,2122.208285,9.043069055,
524,206.518,214.999,208.598,214.908,19552.77415,4202047.587,0.0041283,0.00427154,0.00426794,0.00421152,2059.79552,8.674870029,
525,206.772,218.997,214.76,218.336,24236.611,5291724.699,0.004084,0.00427567,0.00421666,0.00416955,2689.501131,11.21400944,
526,214.701,245.999,218.338,244.216,55223.10397,13486365.56,0.00408667,0.00449998,0.00417023,0.00445012,5412.504018,24.08629238,
527,225.847,250.182,244.527,234.449,50899.40662,11933314.98,0.00416724,0.00449286,0.00445753,0.00419341,6016.356628,25.22905005,
528,225.3,244.029,234.622,235.49,28910.2563,6808076.257,0.00406644,0.00439991,0.00418335,0.0040705,5178.003174,21.07706192,
529,215,239.421,235.31,224.901,29765.50467,6694291.766,0.00386318,0.00417888,0.00407392,0.003928,4332.458239,17.01789596,
530,217.134,245.032,224.8,243.273,35886.53774,8730225.695,0.00383548,0.00402,0.00392275,0.00397789,5562.476272,22.12691874,
531,231.002,249.969,243.42,231.185,30457.86344,7041401.159,0.00389317,0.00409688,0.0039726,0.00391442,6130.810856,23.99856863,
532,218.235,240.247,231.459,221.484,37698.05273,8349515.512,0.00385902,0.00402288,0.00392326,0.00398126,6555.377662,26.09866287,
533,210.382,224.808,221.329,223.775,23871.67722,5341884.571,0.00392177,0.00403688,0.00398214,0.00392912,3630.093652,14.26307357,
534,216.84,231.193,223.905,229.367,20652.62383,4737030.369,0.00388727,0.00415276,0.00392812,0.00388848,4610.107966,17.92631262,
535,220.379,238.947,229.367,225.896,27862.44643,6294015.199,0.00385412,0.00408133,0.00388836,0.00391827,3800.389053,14.89095042,
536,219.263,231.302,225.751,225.583,12908.3283,2911899.423,0.00385897,0.00398366,0.00392164,0.00388533,1872.368371,7.274769002,
537,224.338,236.792,225.577,227.547,16164.09306,3678090.884,0.00386743,0.00404929,0.0038778,0.0039041,2335.633158,9.118545411,
538,219.509,230.626,227.389,221.225,10934.3183,2418944.565,0.00381176,0.00400283,0.00389965,0.00384801,1553.908204,5.979454309,
539,204.554,223.327,221.225,206.6,21187.58044,4377354.119,0.00375798,0.00390485,0.00384801,0.00381433,2520.83906,9.615312051,
540,202.965,212.843,206.778,206.337,13965.36285,2881571.073,0.00376724,0.00386809,0.00381727,0.00380296,1998.559109,7.600440351,
541,187.354,214.377,206.965,190.92,21279.51326,4062684.672,0.0035648,0.00384888,0.00380353,0.00364832,3383.02917,12.34237298,
542,182.096,195.767,190.901,189.279,23376.42596,4424666.529,0.00355,0.00369717,0.00364411,0.00368148,3360.014057,12.36982455,
543,188.328,204.335,189.25,204.277,17154.132,3504194.623,0.00361183,0.00378721,0.00368536,0.00369796,2085.277555,7.711272987,
544,192.59,205.06,204.028,201.637,15249.53698,3074870.887,0.00354147,0.00370486,0.00368614,0.00361157,1544.579116,5.578355599,
545,195.95,207.949,201.673,207.949,12656.38646,2631882.907,0.00324886,0.00372814,0.00362143,0.00372814,4097.115852,15.27462149,
546,203.79,217.906,207.951,214.725,17426.08855,3741816.865,0.00365039,0.00378614,0.00373107,0.00373159,3206.549136,11.96552669,
547,210.291,219.88,214.725,216.565,17820.20866,3859233.487,0.00360978,0.00375921,0.00373633,0.00368791,2193.772354,8.090435002,
548,205.371,225.886,216.707,222.737,18761.47536,4178874.736,0.0035856,0.00383656,0.00368498,0.0038,3251.422263,12.3554046,
549,220.5,236.998,222.924,233.334,24076.62896,5617896.141,0.00378499,0.0040262,0.00378818,0.00398116,3542.139746,14.10182507,
550,229.03,250.15,233.627,243.641,26553.19369,6469446.663,0.00390263,0.00420124,0.00398106,0.00413349,3270.110837,13.51697044,
551,221.699,249.837,243.639,223.002,19864.89909,4429912.226,0.00387984,0.00421132,0.00412596,0.00389912,2293.874627,8.944092435,
552,221.129,278.136,223,270.007,61530.14246,16613569.18,0.0039009,0.00481,0.0039009,0.004648,8889.756003,41.3195859,
553,253.557,278.812,270.887,273.738,36502.50895,9992123.795,0.0044218,0.00472309,0.004652,0.00462937,5842.372864,27.04650567,
554,256.004,283.896,274.116,275.818,32880.91949,9069149.453,0.004465,0.00485501,0.00463324,0.00475788,6014.392694,28.61575871,
555,244.419,293.631,275.892,253.526,48133.92953,12203202.62,0.00438843,0.00501605,0.00476759,0.00453301,6989.334953,31.68272524,
556,250.649,269.765,253.53,267.915,15983.4178,4282197.381,0.00443984,0.00466752,0.00452963,0.00461579,2235.037706,10.31646469,
557,261.1,273.999,267.954,264.78,20683.91998,5476688.331,0.00451194,0.00469335,0.00461956,0.0045596,2267.926605,10.34083815,
558,263,286.395,264.53,283.344,21554.24279,6107265.368,0.00442185,0.00482077,0.00456085,0.0047294,2824.460179,13.35800197,
559,278.526,294.638,283.344,287.355,21613.99677,6210890.041,0.00467057,0.004895,0.0047262,0.00477529,2562.393129,12.23617028,
560,272.071,298,287.761,280.24,22201.70093,6221804.669,0.00454862,0.00498538,0.00478266,0.00469125,4876.43964,22.87659746,
561,277,301.158,280.206,294.149,24921.2846,7330570.944,0.00444891,0.0047463,0.00469472,0.00462945,3577.443626,16.5615964,
562,284.818,318.429,293.985,305.192,38195.60631,11656993.48,0.004535,0.00498927,0.0046235,0.00484269,6486.864223,31.41387251,
563,297.927,330.173,305.23,327.326,32546.0294,10653161.62,0.00476152,0.00521126,0.00484269,0.00516778,3941.683856,20.369755,
564,319.102,395.791,328.037,379.052,77497.30672,29375509.11,0.00510501,0.00640358,0.0051844,0.00617336,12677.10789,78.26035079,
565,352.707,411.912,379.052,357.568,53294.48107,19056401.01,0.0058755,0.00663815,0.00620124,0.00594244,8057.89437,47.88355382,
566,253.84,361.164,357.19,318.262,105060.2053,33436671.07,0.00489941,0.0060143,0.005954,0.00564609,15982.02365,90.23594391,
567,278,326.996,318.145,294.021,54374.79318,15987331.06,0.00507865,0.00622924,0.00567533,0.00528875,8397.538771,44.41248318,
568,273.274,330.499,294.57,317.503,68301.70647,21685996.71,0.00506205,0.00596564,0.00529891,0.00562104,9841.224838,55.31791846,
569,293.001,328.756,317.761,294.967,48919.9515,14429771.33,0.00543248,0.00587828,0.00561865,0.00547744,5416.848266,29.67046137,
570,272.967,314,295.123,276.312,58785.16348,16243046.09,0.00533777,0.005705,0.00548992,0.00533777,6452.074072,34.43968742,
571,231.349,282.264,276.222,262.786,84164.21563,22117177.57,0.00477094,0.00541645,0.00534235,0.00511469,10739.42422,54.92882567,
572,239.763,263.581,262.953,246.262,33180.30295,8171047.766,0.00481651,0.00513636,0.0051072,0.00494217,3195.692127,15.79365376,
573,233.501,269.401,246.448,247.32,42444.42364,10497354.85,0.00488891,0.00535353,0.00492381,0.00502685,5113.403904,25.70431441,
574,244.567,281.6,247.09,278.525,32818.89148,9140881.75,0.00499041,0.00520776,0.00502163,0.00515169,2353.436317,12.12417434,
575,274.973,293.971,278.524,293.333,41444.28135,12156975.38,0.00507519,0.00535663,0.00515169,0.00532383,3341.75019,17.79090992,
576,276.001,299.275,293.333,288.875,37895.32087,10947010.81,0.0051104,0.00538073,0.00532834,0.00526178,3632.633701,19.11411936,
577,273.901,290.07,289.104,287.018,23063.33177,6619591.358,0.00513604,0.00536743,0.00523581,0.00534686,2186.006555,11.68827101,
578,282.518,330.619,286.67,320.231,56851.07929,18205477.97,0.00531244,0.00586116,0.00534774,0.00553973,6948.018237,38.49014507,
579,308.327,329.038,320.17,322.382,30945.87602,9976393.403,0.00538461,0.00568411,0.00554882,0.00556904,3135.518323,17.46182696,
580,303.451,324.309,322.521,315.5,21693.30908,6844239.015,0.00537593,0.00565632,0.0055769,0.00556617,1946.077209,10.83219658,
581,314.753,344.069,315.137,343,46288.42321,15876929.16,0.00542707,0.00603213,0.00555652,0.00599116,4741.529466,28.40726167,
582,315.677,383.892,342.835,361.803,98033.65955,35468872.13,0.00571254,0.00695585,0.00599383,0.00680209,12914.66594,87.84672004,
583,355.744,420,361.485,397.26,113831.3124,45220627.15,0.00674303,0.00751108,0.00678089,0.00689257,11300.11274,77.88681808,
584,373.317,455.472,397.35,443.754,102106.4543,45310147.5,0.00661646,0.00803502,0.00689843,0.00786092,9921.36779,77.99107849,
