obs,low        (fiat),high      (fiat),open      (fiat),close     (fiat),vol      (fiat),trade_vol  (fiat),low (crypto),high (crypto),open (crypto),close (crypto),vol (crypto),trade_vol (crypto),
1174,41.37,43.84,43.19,43.05,7500.549422,322898.6526,0.002485,0.002619,0.002608,0.002567,516.3599491,1.325495989,
1175,42.07,43.37,42.98,42.44,3528.626902,149754.9257,0.002523,0.002583,0.002565,0.002532,200.9144699,0.508715438,
1176,40.41,43.6,42.47,41.23,6316.780848,260440.8744,0.002475,0.002603,0.002537,0.002516,393.2769874,0.9894849,
1177,40.99,43.14,41.28,42.15,6014.625145,253516.4498,0.002485,0.002556,0.002523,0.002503,408.8974328,1.023470274,
1178,41.36,43.23,42.16,42.57,5417.118448,230606.7323,0.002463,0.002559,0.002495,0.00252,326.7918892,0.823515561,
1179,41.4,43.34,42.51,42.86,6710.143643,287596.7566,0.002498,0.002573,0.002535,0.002539,416.1949038,1.056718861,
1180,42.51,43.44,42.84,43.27,4474.414491,193607.915,0.002532,0.002583,0.002539,0.002578,222.062,0.572475836,
1181,43.03,44.29,43.29,43.77,4414.809393,193236.2071,0.002568,0.002628,0.002582,0.002604,1031.156663,2.68513195,
1182,43.59,44.8,43.8,44.5,8155.801358,362933.1605,0.002603,0.002648,0.002607,0.002628,386.9565621,1.016921845,
1183,44.19,45.73,44.48,45.03,4739.028032,213398.4323,0.002634,0.002707,0.002634,0.002647,266.7583058,0.706109235,
1184,43.28,45.52,45.12,44.05,5531.546233,243664.6116,0.002606,0.002695,0.002641,0.00264,350.4599887,0.92521437,
1185,42.42,44.15,44.09,42.95,9776.208035,419888.1351,0.002556,0.002636,0.002636,0.002585,555.593,1.436207905,
1186,41.82,43.6,42.92,42.48,7814.881603,331976.1705,0.00252,0.002631,0.00259,0.002551,239.2088796,0.610221852,
1187,41.24,42.69,42.53,41.96,5811.500726,243850.5704,0.002506,0.002558,0.00255,0.002533,304.626,0.771617658,
1188,40.78,43.23,41.94,41.99,10806.35522,453758.8556,0.002519,0.002596,0.002529,0.002535,152.1835876,0.385785395,
1189,41.08,42.42,42,42.23,5417.776546,228792.7035,0.002493,0.002555,0.002533,0.002538,170.8048022,0.433502588,
1190,41.48,44.01,42.23,43.54,8195.652183,356838.696,0.002508,0.002629,0.002532,0.002613,253.2185968,0.661660193,
1191,42.22,43.91,43.61,42.83,4154.781601,177949.296,0.002542,0.002626,0.002607,0.002573,345.597,0.889221081,
1192,42.69,47.38,42.75,45.93,9546.144831,438454.4321,0.002567,0.002797,0.00257,0.002715,582.3358,1.581041697,
1193,43.4,46.2,45.97,44.93,8790.01759,394935.4903,0.002651,0.00273,0.002713,0.002672,128.3066834,0.342835458,
1194,43.85,46.07,44.9,45.92,6452.762781,296310.8669,0.002622,0.002722,0.002672,0.002718,256.675,0.69764265,
1195,45.88,46.97,45.91,46.32,5735.444499,265665.7892,0.002716,0.002775,0.00272,0.002739,218.3026697,0.597931012,
1196,45.7,48.13,46.31,47.81,6831.848732,326630.6879,0.002703,0.002831,0.002713,0.002792,219.2926385,0.612265047,
1197,47.78,50.71,47.84,48.88,10096.38323,493511.2125,0.002796,0.002937,0.002796,0.002858,338.9959786,0.968850507,
1198,47.62,49.66,48.96,48.3,5898.675574,284906.0302,0.002766,0.00288,0.002864,0.002769,593.165206,1.642474455,
1199,46.64,49.22,48.32,49.13,5924.263558,291059.0686,0.002691,0.00278,0.002759,0.002731,457.0166215,1.248112393,
1200,47.17,49.96,49.07,49.32,7516.595942,370718.5119,0.002595,0.002735,0.002726,0.002622,434.251542,1.138607543,
1201,48.61,52.52,49.42,51.43,12166.69866,625733.3122,0.002566,0.002669,0.002623,0.002593,564.0064695,1.462468775,
1202,49.69,54.26,51.43,51.64,11593.89668,598708.8244,0.002445,0.002592,0.002592,0.002467,1056.023128,2.605209057,
1203,49.8,52.47,51.66,51.94,5878.943834,305352.3427,0.002419,0.002513,0.002474,0.002487,351.7242486,0.874738206,
1204,48,52.92,51.75,49.15,10563.14487,519178.5702,0.002315,0.002487,0.002487,0.002321,388.0203756,0.900595292,
1205,48.36,50.42,49.11,49.43,6437.862084,318223.5228,0.002306,0.002356,0.002338,0.002341,459.9319318,1.076700652,
1206,45.85,50.07,49.52,46.87,8538.601021,400204.2299,0.002222,0.002351,0.00234,0.002268,355.8083182,0.806973266,
1207,46.66,49.15,46.86,49.03,2301.408369,112838.0523,0.002257,0.002335,0.002257,0.002335,199.4049108,0.465610467,
1208,48.92,51.93,49.03,51.83,13629.73893,706429.3687,0.00227,0.002385,0.002337,0.002298,684.7226346,1.573492614,
1209,50.75,54,51.86,52.47,8376.3513,439507.1527,0.00222,0.002337,0.002297,0.00231,554.4735385,1.280833874,
1210,50.38,53.44,52.41,51.38,4269.132068,219348.0056,0.002255,0.002327,0.002289,0.002283,510.2830194,1.164976133,
1211,51.5,53.87,51.5,51.94,5623.130351,292065.3904,0.002257,0.002351,0.002283,0.002257,512.1257759,1.155867876,
1212,48.16,52.9,51.92,48.95,4433.323376,217011.1792,0.002128,0.002292,0.002266,0.002169,295.0106233,0.639878042,
1213,48.34,52,48.98,50.58,3994.414842,202037.5027,0.002136,0.002211,0.002158,0.002202,537.852,1.184350104,
1214,49.29,51.17,50.75,50.91,2562.826274,130473.4856,0.00216,0.002298,0.002193,0.002211,419.4690176,0.927445998,
1215,49.57,52.17,50.9,51.83,5996.429878,310794.9606,0.002196,0.002252,0.002207,0.002244,384.448,0.862701312,
1216,49.99,52.35,51.86,50.6,2949.018382,149220.3301,0.002185,0.002256,0.002244,0.002195,126.031566,0.276639287,
1217,50.51,58.21,50.55,56.7,21480.79795,1217961.244,0.002194,0.002494,0.002196,0.00239,1253.321506,2.9954384,
1218,55.48,60.7,56.69,59.28,19702.13241,1167942.409,0.002397,0.002626,0.002397,0.002593,1045.319161,2.710512584,
1219,58.69,62.5,59.32,60.25,16030.18133,965818.4251,0.002572,0.002729,0.002608,0.002605,631.3435884,1.644650048,
1220,57.98,63.72,60.35,62.94,11380.58754,716294.1799,0.002538,0.002683,0.002606,0.002648,773.9252393,2.049354034,
1221,60.4,64,62.98,61.7,10417.51485,642760.6661,0.002579,0.00266,0.002653,0.002619,448.5936651,1.174866809,
1222,60.97,64.69,61.67,62.84,12161.24748,764212.7915,0.002601,0.00274,0.002616,0.002691,863.8422749,2.324599562,
1223,61.1,63.29,62.83,61.57,4312.71218,265533.6889,0.002625,0.002694,0.002694,0.002633,334.046,0.879543118,
1224,58.27,61.63,61.44,59.63,5598.680954,333849.3453,0.002535,0.002625,0.002625,0.002597,618.0035243,1.604955153,
1225,59,64.19,59.65,61.73,11857.60743,731970.1069,0.002597,0.002771,0.002597,0.002729,1512.690897,4.128133459,
1226,61.78,66.37,61.78,65.75,16587.64175,1090637.445,0.00273,0.00288,0.00273,0.002826,749.881,2.119163706,
1227,62.32,66.66,65.83,64.17,11774.94675,755598.3327,0.002748,0.002867,0.002828,0.002799,406.1214328,1.13673389,
1228,55.62,64.6,64.22,57.31,16504.92376,945897.1805,0.002559,0.002799,0.002798,0.002627,847.3607538,2.2260167,
1229,56.79,58.71,57.17,57.79,9451.33874,546192.8658,0.002616,0.002685,0.002624,0.002675,312.0802727,0.834814729,
1230,57.68,62.7,57.9,62.05,6301.756037,391023.9621,0.002677,0.002876,0.002678,0.002848,507.5058428,1.44537664,
1231,60.57,63.34,62.09,62.7,5589.969357,350491.0787,0.002798,0.002893,0.002859,0.002878,344.422162,0.991246982,
1232,60.54,64.51,62.72,63.28,8902.485771,563349.2996,0.002814,0.002981,0.002879,0.002907,525.3047,1.527060763,
1233,62.12,69.49,63.35,68.19,12815.53942,873891.6328,0.002869,0.00315,0.00293,0.003066,806.9846402,2.474214907,
1234,67.6,74.1,68.05,73.32,12410.70046,909952.5581,0.002951,0.00315,0.003068,0.003006,527.7487623,1.586412779,
1235,71.62,77.83,73.3,73.94,15835.77094,1170896.903,0.002953,0.003164,0.003007,0.003131,1035.03312,3.240688699,
1236,70.72,75.13,73.59,73.34,11786.27524,864405.4263,0.002939,0.003185,0.003134,0.002988,552.7423286,1.651594078,
1237,71.76,75.5,73.17,72.25,12692.32666,917020.6014,0.002919,0.003065,0.002981,0.002928,326.3322947,0.955500959,
1238,70.01,73.42,72.27,70.55,9150.988569,645602.2435,0.002845,0.00297,0.002932,0.002914,599.6067582,1.747254093,
1239,70.2,74.25,70.54,72.42,12272.47421,888772.582,0.002869,0.003032,0.002915,0.002915,660.7367389,1.926047594,
1240,68.65,73.02,72.44,70.8,9036.701534,639798.4686,0.002839,0.002924,0.002922,0.002894,293.467094,0.84929377,
1241,68.29,76.35,70.86,73.52,21487.57926,1579766.827,0.002857,0.003067,0.002901,0.00303,1002.831885,3.038580612,
1242,70.28,74.05,73.54,71,10767.8143,764514.8155,0.002958,0.003039,0.003031,0.002958,195.867,0.579374586,
1243,67.3,71.41,70.9,70.34,9639.509211,678043.0779,0.002924,0.003042,0.00296,0.003038,408.1327356,1.239907251,
1244,66.89,70.55,70.4,69.41,8842.494747,613757.5604,0.002926,0.003044,0.00301,0.002989,231.4866682,0.691913651,
1245,69.01,74.71,69.38,74.05,6457.319521,478164.5105,0.003002,0.003173,0.003002,0.003148,278.300971,0.876091457,
1246,72.08,74.99,74.09,74.23,15504.10011,1150869.351,0.00309,0.003212,0.003135,0.003165,310.6139921,0.983093285,
1247,71.17,74.65,74.23,71.66,21577.56405,1546248.24,0.003071,0.003186,0.003174,0.0031,297.39647,0.921929057,
1248,71.14,74.07,71.67,74.06,12082.43657,894825.2523,0.00306,0.003142,0.0031,0.003142,334.4633248,1.050883766,
1249,70.73,74.37,74.06,72.25,5460.519435,394522.5292,0.003046,0.003142,0.003142,0.003065,209.6725607,0.642646399,
1250,66.38,72.25,72.25,69.38,10308.1414,715178.8501,0.002974,0.003101,0.003055,0.003098,556.1351922,1.722906825,
1251,66.72,69.86,69.31,67.29,2563.516776,172499.0439,0.003,0.003122,0.003096,0.003006,108.7746178,0.326976501,
1252,64.6,68.79,67.14,65.31,4474.065117,292201.1928,0.002885,0.003044,0.003013,0.002906,204.1308836,0.593204348,
1253,61.26,65.82,65.18,62.39,8993.099495,561079.4775,0.002745,0.00293,0.002907,0.002776,369.3473485,1.025308239,
1254,60.21,63.37,62.33,62.07,8458.479503,525017.8227,0.002716,0.002815,0.002773,0.002802,369.8453317,1.036306619,
1255,57.36,62.47,62.06,58.16,10545.39166,613319.9789,0.002617,0.002805,0.002803,0.002678,338.1815739,0.905650255,
1256,53.13,60.33,58.16,54.76,13917.90566,762144.5141,0.002628,0.002788,0.002671,0.002684,667.0145209,1.790266974,
1257,46.95,54.82,54.7,50.07,22208.71277,1111990.249,0.002385,0.002697,0.002691,0.002477,1102.831029,2.731712459,
1258,43.84,52.18,50.09,47.1,23323.06621,1098516.418,0.002201,0.002496,0.002471,0.002299,1855.540266,4.265887073,
1259,45.85,54.05,47.11,53.48,12830.82904,686192.737,0.002232,0.002449,0.002281,0.002418,1724.070944,4.168803543,
1260,51.2,57.75,53.44,56.71,16832.53306,954572.95,0.00229,0.002422,0.002402,0.002344,1559.70233,3.655942261,
1261,54.52,60.69,56.72,58.8,15391.08941,904996.0574,0.002214,0.002372,0.002335,0.002369,1622.169665,3.842919937,
1262,50.81,59.72,58.6,52.17,12060.738,629208.7013,0.002105,0.002391,0.002367,0.002142,990.7712469,2.122232011,
1263,51.5,53.79,52.17,52.95,13210.71126,699507.1612,0.002094,0.002181,0.002143,0.002116,536.964,1.136215824,
1264,52.32,58.58,52.96,58.4,10023.13005,585350.7949,0.002048,0.002137,0.002105,0.002124,385.9760628,0.819813157,
1265,55.27,60.29,58.4,56.02,11006.02994,616557.797,0.002059,0.002199,0.002125,0.002072,685.4420156,1.420235856,
1266,55.22,58.74,56.02,57.81,5136.088124,296917.2545,0.002037,0.00211,0.002082,0.002053,444.0910651,0.911718957,
1267,55.4,59.2,57.8,55.74,14116.36797,786846.3505,0.001979,0.002138,0.002054,0.002003,576.4037392,1.15453669,
1268,54.03,59.01,55.73,58.5,11068.90562,647530.9789,0.001967,0.002099,0.002022,0.002079,435.3204419,0.905031199,
1269,53.72,59.48,58.52,59.07,27135.14283,1602872.887,0.001957,0.002168,0.002079,0.002157,1061.279418,2.289179706,
1270,55.71,64.28,58.99,63.71,36770.70798,2342661.806,0.002046,0.002276,0.002158,0.002251,1515.205215,3.410726938,
1271,59.65,64.8,63.82,61.61,14620.3539,900760.004,0.002154,0.002286,0.002239,0.002254,1094.278044,2.466502712,
1272,57.39,62.48,61.75,58.25,10862.78937,632757.481,0.00211,0.002272,0.002255,0.002114,458.7691863,0.96983806,
1273,57.43,60.41,58.16,59.19,7808.469003,462183.2803,0.002092,0.002183,0.00211,0.002111,374.1863917,0.789907473,
1274,54.53,59.3,59.14,56.23,10652.49331,598989.6988,0.002018,0.002113,0.002113,0.002067,464.209,0.959520003,
1275,54.72,56.86,56.02,56.56,3646.096176,206223.1997,0.002045,0.002077,0.00206,0.002077,232.1556831,0.482187354,
1276,56.45,58.94,56.49,58.07,4596.051311,266892.6996,0.002018,0.002095,0.002078,0.002048,375.7622454,0.769561078,
1277,55.17,59.12,58.08,56.54,5177.471419,292734.2341,0.001966,0.002047,0.002047,0.002016,747.2559087,1.506467912,
1278,55.41,58.64,56.67,58.54,3656.909247,214075.4673,0.001994,0.002064,0.002013,0.002058,220.9660204,0.45474807,
1279,58.14,60.16,58.55,58.68,7567.243322,444045.8381,0.00205,0.002102,0.002057,0.002062,169.69,0.34990078,
1280,56.07,59.41,58.64,57.04,7699.909659,439202.847,0.00201,0.002089,0.002058,0.002031,498.5459355,1.012546795,
1281,55.3,58.95,57.25,57.9,6431.915378,372407.9004,0.002005,0.002094,0.002022,0.002086,691.4180015,1.442297951,
1282,56.66,58.2,57.9,57.61,5719.872624,329521.8618,0.002027,0.002074,0.002074,0.002044,230.6343411,0.471416593,
1283,56.5,59.05,57.57,57.82,5397.540512,312085.7924,0.002025,0.002069,0.002038,0.002048,240.433,0.492406784,
1284,55.93,57.79,57.79,56.64,2765.980109,156665.1134,0.002013,0.002043,0.002043,0.002013,193.1503809,0.388811717,
1285,55.43,56.74,56.64,56.08,2896.319856,162425.6175,0.001993,0.002014,0.002013,0.002002,105.322,0.210854644,
1286,55.33,56.48,56.03,55.61,1634.873686,90915.32568,0.001983,0.002007,0.001999,0.001993,93.97954613,0.187301235,
1287,54.52,56.18,55.77,55.71,2890.433782,161026.066,0.001951,0.001998,0.001993,0.001975,255.6515553,0.504911822,
1288,55.07,57.86,55.95,57.7,4554.314128,262783.9252,0.001927,0.001994,0.001961,0.001943,324.4655254,0.630436516,
1289,56.82,58.42,57.64,57.1,6213.877397,354812.3994,0.001881,0.001939,0.001926,0.001881,282.471,0.531327951,
1290,54.6,57.16,57.16,55.99,4682.717122,262185.3316,0.001824,0.001883,0.001881,0.001863,186.7668543,0.34794665,
1291,55.43,57.69,55.92,57.32,4723.655025,270759.906,0.001851,0.001898,0.00186,0.001889,180.4153871,0.340804666,
1292,56.79,60.16,57.34,59.95,8464.7957,507464.5022,0.001886,0.001975,0.001889,0.001964,525.0051538,1.031110122,
1293,58.85,60.64,59.94,59.65,5698.887311,339938.6281,0.001941,0.00199,0.001959,0.001966,392.278,0.771218548,
1294,58.28,62.05,59.64,61.02,9912.706218,604873.3334,0.001933,0.00204,0.001965,0.002011,679.7817737,1.367041147,
1295,57.64,61.09,61.02,58.52,10366.98596,606676.0181,0.001958,0.002013,0.00201,0.001983,469.649,0.931313967,
1296,57.64,60.26,58.48,59.68,5552.5407,331375.629,0.001959,0.002015,0.001982,0.00196,422.343,0.82779228,
1297,51.75,59.65,59.65,52.99,8387.170581,444436.1691,0.001808,0.001965,0.001958,0.001846,1092.822353,2.017350063,
1298,50.51,53.58,52.94,51.65,4138.174385,213736.707,0.001785,0.00185,0.001847,0.001835,460.3092462,0.844667467,
1299,48.04,52.31,51.86,49.09,4559.758451,223838.5424,0.001759,0.001842,0.001835,0.001797,550.2020863,0.988713149,
1300,48.57,50.44,49,50.24,2107.781027,105894.9188,0.001789,0.001813,0.001796,0.001792,103.378371,0.185254041,
1301,48.84,51.11,50.31,50.22,3550.740219,178318.1738,0.001784,0.001846,0.001803,0.001821,310.196,0.564866916,
1302,48.8,51.03,50.08,50.16,1731.455237,86849.79468,0.001801,0.001838,0.001825,0.001818,246.161,0.447520698,
1303,49.08,51.67,50.22,51.58,2275.28647,117359.2761,0.001792,0.001834,0.001818,0.001823,277.537,0.505949951,
1304,47.21,53.42,51.46,49.66,9908.992367,492080.5609,0.001726,0.001818,0.001815,0.001749,863.964,1.511073036,
1305,49.22,51.36,49.87,50.69,3502.400672,177536.69,0.001703,0.001749,0.001747,0.001712,617.872,1.057796864,
1306,49.35,50.7,50.68,50.12,3465.828464,173707.3226,0.001697,0.001716,0.001712,0.001714,80.04400116,0.137195418,
1307,49.85,51.45,49.97,51.06,1783.07716,91043.9198,0.001722,0.001756,0.001722,0.001737,61.36617313,0.106593043,
1308,49.33,51.03,51.03,49.82,1531.820547,76315.29965,0.001687,0.001734,0.001734,0.001693,29.299,0.049603207,
1309,47.75,49.96,49.75,48.23,3230.12569,155788.962,0.001709,0.001731,0.001713,0.001718,166.372,0.285827096,
1310,47.61,48.88,48.25,48.68,1319.96017,64255.66106,0.001685,0.001727,0.001718,0.001685,116.529,0.196351365,
1311,46.97,49.47,48.53,49.28,1888.99643,93089.74409,0.001652,0.001699,0.001688,0.00169,196.826,0.33263594,
1312,48.34,49.45,49.26,48.71,1480.901447,72134.7095,0.001674,0.001694,0.001692,0.001679,111.387,0.187018773,
1313,47.87,49.41,48.73,48.77,2275.78467,110990.0184,0.00164,0.001675,0.001673,0.001642,228.361403,0.374969424,
1314,44.83,48.97,48.7,45.47,3697.623357,168130.934,0.001573,0.001642,0.001642,0.001583,184.691,0.292365853,
1315,45.4,46.31,45.53,45.46,1810.619319,82310.75425,0.001576,0.001596,0.001583,0.001596,63.48819318,0.101327156,
1316,40.6,45.84,45.51,41.64,7965.898963,331700.0328,0.001481,0.0016,0.0016,0.001505,423.4153755,0.63724014,
1317,40.17,42.17,41.68,42.06,3434.191113,144442.0782,0.001463,0.001523,0.001503,0.001523,25.473,0.038795379,
1318,40.65,43.94,42,43.09,6317.930277,272239.6156,0.001495,0.001586,0.001519,0.001557,167.2836513,0.260460645,
1319,39.4,43.04,43.01,40.82,4602.621227,187878.9985,0.001472,0.001541,0.001541,0.001504,133.9045971,0.201392514,
1320,38.7,41.06,40.82,40.94,5184.45771,212251.6986,0.001467,0.001526,0.001479,0.001505,163.4709376,0.246023761,
1321,40.04,41,40.94,40.59,1680.272781,68202.27217,0.001497,0.001522,0.001513,0.001507,29.856,0.044992992,
1322,40.21,42.5,40.53,41.24,2079.801767,85771.02487,0.001511,0.001537,0.001511,0.00153,29.478,0.04510134,
1323,40.33,42.83,41.25,42.01,3662.201897,153849.1017,0.001518,0.001566,0.001518,0.001549,7.76530755,0.012028461,
1324,41.51,43.58,42.04,43.14,1721.727335,74275.31723,0.001553,0.001608,0.001553,0.001603,26.67452168,0.042759258,
1325,43.01,45.49,43.12,44.34,2318.391252,102797.4681,0.00161,0.00169,0.00161,0.001615,36.302,0.05862773,
1326,42.42,44.56,44.25,43.2,918.35902,39673.10966,0.001603,0.00163,0.001613,0.001619,38.656,0.062584064,
1327,43.18,44.86,43.21,44.49,1458.841764,64903.8701,0.001613,0.001669,0.001621,0.001654,45.46553057,0.075199988,
1328,43.76,44.49,44.49,44.3,888.2334433,39348.74154,0.001625,0.001642,0.001642,0.001625,39.651,0.064432875,
1329,43.06,44.32,44.3,43.95,986.3221246,43348.85738,0.001608,0.001646,0.00162,0.001646,47.331,0.077906826,
1330,43.06,44.21,44.05,43.45,1275.160775,55405.73566,0.001609,0.00165,0.00165,0.001609,21.68,0.03488312,
1331,43.09,44.55,43.41,43.29,2218.369434,96033.2128,0.001591,0.001618,0.001609,0.001591,14.484,0.023044044,
1332,40.35,43.3,43.29,41.12,4051.390733,166593.187,0.001537,0.00159,0.00159,0.001554,65.145,0.10123533,
1333,39.73,41.59,41.13,40.94,2017.335662,82589.722,0.001534,0.001567,0.001537,0.001559,5.058,0.007885422,
1334,40.81,42.3,40.93,41.85,2029.637447,84940.32715,0.001551,0.001582,0.001559,0.001582,34.87,0.05516434,
1335,41.59,42.47,41.85,42.17,773.8689887,32634.05525,0.001564,0.001586,0.001586,0.00157,19.08715193,0.029966829,
1336,42.17,44.25,42.22,43.84,1172.929698,51421.23795,0.001555,0.001576,0.001567,0.001555,7.017,0.010911435,
1337,42.88,44.12,43.86,43.32,1132.891129,49076.84372,0.001548,0.001564,0.001559,0.001553,30.856,0.047919368,
1338,42.9,44.1,43.27,43.79,2709.120559,118632.3893,0.001548,0.001586,0.001548,0.001586,0.521,0.000826306,
1339,41.35,44.31,43.93,41.78,2525.355962,105509.3721,0.001533,0.001588,0.001586,0.001536,72.62,0.11154432,
1340,40.89,42.31,42,41.97,2581.808986,108358.5231,0.001535,0.001584,0.00154,0.001584,72.7614655,0.115254161,
1341,41.4,42.9,41.97,42.61,2154.956903,91822.71365,0.001557,0.001574,0.001568,0.001569,24.48376117,0.038415021,
1342,42.24,43.4,42.61,42.6,787.7257592,33557.11734,0.001561,0.001594,0.001562,0.001579,107.819,0.170246201,
1343,42.3,43.48,42.58,42.53,1142.65852,48597.26684,0.001568,0.001595,0.001582,0.001568,6.308,0.009890944,
1344,37.79,42.64,42.42,39.11,8241.690605,322332.5196,0.001481,0.001574,0.001574,0.001519,314.277,0.477386763,
1345,37.8,40.24,39.09,40,4258.631812,170345.2725,0.001465,0.001525,0.001522,0.001469,75.826,0.111388394,
1346,38.01,40.08,40.02,38.36,3245.466646,124496.1005,0.001446,0.001476,0.001465,0.00146,24.96486689,0.036448706,
1347,37.55,39.21,38.38,38.87,3469.801846,134871.1978,0.001431,0.001473,0.001457,0.001463,36.26867039,0.053061065,
1348,37.48,39.23,38.86,38.41,3515.4247,135027.4627,0.001442,0.00147,0.001463,0.001444,14.757,0.021309108,
1349,25,38.52,38.44,29.83,29497.21636,879901.9641,0.000976,0.001444,0.001444,0.001151,742.8003421,0.854963194,
1350,28.56,30.02,29.8,29.11,7764.709838,226030.7034,0.001111,0.001158,0.001148,0.001117,50.593,0.056512381,
1351,28.06,29.91,29.11,29.12,4088.529198,119057.9702,0.001092,0.001138,0.001116,0.001123,198.41,0.22281443,
1352,28.58,31.1,29.07,29.68,9819.437821,291440.9145,0.001109,0.001182,0.001121,0.00114,7158.979,8.16123606,
1353,28.16,31.27,29.64,29.01,9789.136312,283982.8444,0.001128,0.001172,0.001135,0.001161,109.165,0.126740565,
1354,28.75,29.93,29.01,29.68,6037.206607,179184.2921,0.001157,0.001184,0.001158,0.00116,81.979,0.09509564,
1355,29.43,31.04,29.63,30.65,3330.326309,102074.5014,0.001156,0.001196,0.00116,0.00116,432.122,0.50126152,
1356,30.43,31.45,30.58,31.06,1805.874996,56090.47738,0.001157,0.001188,0.001157,0.001172,29.744,0.034859968,
1357,30,31.22,31.07,30.3,2592.093933,78540.44618,0.00114,0.001173,0.001168,0.001147,12.209,0.014003723,
1358,29.99,31.1,30.24,30.8,1966.661822,60573.18412,0.001141,0.001156,0.001147,0.001146,50.025,0.05732865,
1359,30.74,32.99,30.78,32.83,6030.039051,197966.182,0.001143,0.001204,0.00115,0.001155,77.786,0.08984283,
1360,32.63,34.28,32.79,33.57,3725.422587,125062.4362,0.00111,0.00117,0.001155,0.001125,59.657,0.067114125,
1361,32.42,34.6,33.54,32.91,3768.080621,124007.5332,0.001096,0.001141,0.00113,0.001107,60.752,0.067252464,
1362,32.8,35.7,32.99,34.7,5601.290344,194364.7749,0.001099,0.0012,0.001102,0.001126,213.561,0.240469686,
1363,33.99,35.79,34.62,35.2,3759.939408,132349.8672,0.001121,0.001158,0.001122,0.001146,37.10157661,0.042518407,
1364,34.91,36.94,35.2,35.28,3532.588652,124629.7277,0.001146,0.001195,0.001153,0.001153,71.139,0.082023267,
1365,33.98,37.05,35.21,36.01,7415.198704,267021.3053,0.001131,0.001223,0.001138,0.00119,169.169,0.20131111,
1366,35.23,37.24,36.01,35.94,4208.350134,151248.1038,0.001159,0.001217,0.001196,0.001167,67.813,0.079137771,
1367,32.78,35.97,35.97,33.79,6780.971338,229129.0215,0.0011,0.001165,0.001163,0.001124,86.622,0.097363128,
1368,33.61,34.64,33.79,34.34,3508.846669,120493.7946,0.001114,0.001129,0.001127,0.001126,26.869,0.030254494,
1369,33.92,38.93,34.31,37.9,12177.09574,461511.9285,0.001122,0.001252,0.001124,0.001246,573.4180108,0.714478841,
1370,37.46,39.4,37.94,38.1,4129.128308,157319.7885,0.001231,0.001292,0.001247,0.001247,230.1691909,0.287020981,
1371,36.69,38.37,38.1,38.31,4629.146649,177342.6081,0.001206,0.001257,0.001244,0.001249,123.696,0.154496304,
1372,37.26,38.46,38.26,37.6,5163.700956,194155.1559,0.001203,0.001249,0.00124,0.00121,110.0951398,0.133215119,
1373,35.87,38.16,37.5,36.21,3088.721117,111842.5916,0.001168,0.001222,0.001191,0.00118,93.788,0.11066984,
1374,34.44,36.66,36.31,35.02,5427.251941,190062.363,0.001139,0.00119,0.001183,0.001148,74.197,0.085178156,
1375,33.42,36.26,35,33.42,6073.121283,202963.7133,0.001121,0.001156,0.00114,0.001121,61.211,0.068617531,
1376,33.2,34.1,33.42,33.86,2713.833409,91890.39923,0.001108,0.001133,0.001124,0.001121,73.243,0.082105403,
1377,32.93,34.19,33.89,33.72,3769.264645,127099.6038,0.001094,0.001123,0.001123,0.001111,34.363,0.038177293,
1378,33.14,33.89,33.66,33.24,3467.602694,115263.1135,0.001088,0.001113,0.001103,0.001097,26.837,0.029440189,
1379,32.53,34.18,33.15,33.63,3381.257525,113711.6906,0.001084,0.001115,0.001099,0.0011,99.43202473,0.109375227,
1380,33.1,33.8,33.66,33.54,3361.108271,112731.5714,0.001094,0.001102,0.001099,0.001102,30.122,0.033194444,
1381,33.06,34.03,33.56,33.48,2982.056299,99839.2449,0.001089,0.001103,0.001102,0.001103,61.998,0.068383794,
1382,32.92,36.17,33.5,36,8395.871223,302251.364,0.001086,0.001149,0.001097,0.001147,91.701,0.105181047,
1383,33.16,36.51,35.99,34.3,7478.387365,256508.6866,0.0011,0.001156,0.001141,0.001121,303.7860096,0.340544117,
1384,33.74,34.81,34.31,34,3057.525726,103955.8747,0.001115,0.001146,0.00112,0.001128,30.89,0.03484392,
1385,32.56,34.18,34.07,32.73,3802.683582,124461.8336,0.001083,0.001121,0.001118,0.001086,39.10368196,0.042466599,
1386,32.23,33.54,32.71,33.08,4640.269564,153500.1172,0.001076,0.001105,0.001087,0.001098,75.452,0.082846296,
1387,31.37,33.69,33.04,32.06,5568.868178,178537.9138,0.00106,0.001109,0.0011,0.001076,105.1308519,0.113120797,
1388,31.93,32.78,32.02,32.03,6122.412335,196100.8671,0.001071,0.001087,0.001078,0.001077,34.97072304,0.037663469,
1389,32,33.2,32.14,32.66,3784.407607,123598.7524,0.001073,0.001092,0.001073,0.001091,45.98399818,0.050168542,
1390,32.38,33.18,32.65,33.18,3652.378343,121185.9134,0.00109,0.001111,0.001091,0.001111,35.62848538,0.039583247,
1391,32.38,33.67,33.19,32.63,6189.01789,201947.6537,0.001094,0.001118,0.001118,0.001094,27.06399105,0.029608006,
1392,32.42,34.03,32.62,33.72,5289.153089,178350.2422,0.001094,0.001137,0.001094,0.00112,82.145,0.0920024,
1393,31.49,33.81,33.8,32.02,4909.43188,157200.0088,0.00108,0.001119,0.001119,0.001098,101.6344072,0.111594579,
